transcript_id	gene_id	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
transcript16307	HORVU.RGT_PLANET.PROJ.2HG00722270	0.00	0.00	0.00	0.00	0.00	0.00
transcript16336	HORVU.RGT_PLANET.PROJ.2HG00722280	0.00	0.00	0.00	0.00	0.00	0.00
transcript16340	HORVU.RGT_PLANET.PROJ.2HG00722290	0.00	0.00	0.00	0.00	0.00	0.00
transcript16344	HORVU.RGT_PLANET.PROJ.2HG00722300	0.00	0.00	0.00	0.00	0.00	0.00
transcript16345	HORVU.RGT_PLANET.PROJ.2HG00722310	0.00	0.00	0.00	0.00	0.00	0.00
transcript16351	HORVU.RGT_PLANET.PROJ.2HG00722320	0.00	0.00	0.00	0.00	0.02	0.00
transcript16353	HORVU.RGT_PLANET.PROJ.2HG00722330	0.00	0.00	0.00	0.00	0.00	0.00
transcript16368	HORVU.RGT_PLANET.PROJ.2HG00722340	0.00	0.00	0.00	0.00	0.00	0.00
transcript16370	HORVU.RGT_PLANET.PROJ.2HG00722350	0.00	0.00	0.00	0.02	0.00	0.01
transcript16373	HORVU.RGT_PLANET.PROJ.2HG00722360	0.00	0.00	0.00	0.00	0.00	0.00
transcript16374	HORVU.RGT_PLANET.PROJ.2HG00722370	0.00	0.00	0.00	0.00	0.00	0.00
transcript16375	HORVU.RGT_PLANET.PROJ.2HG00722380	0.00	0.00	0.00	0.00	0.00	0.00
transcript16389	HORVU.RGT_PLANET.PROJ.2HG00722390	0.00	0.00	0.00	0.00	0.00	0.00
transcript16395	HORVU.RGT_PLANET.PROJ.2HG00722400	0.00	0.00	0.00	0.00	0.00	0.00
transcript16397	HORVU.RGT_PLANET.PROJ.2HG00722410	0.00	0.00	0.00	0.00	0.00	0.00
transcript16402	HORVU.RGT_PLANET.PROJ.2HG00722420	0.00	0.00	0.00	0.00	0.00	0.00
transcript16404	HORVU.RGT_PLANET.PROJ.2HG00722430	0.00	0.00	0.00	0.00	0.00	0.00
transcript16408	HORVU.RGT_PLANET.PROJ.2HG00722440	0.00	0.00	0.00	0.00	0.00	0.00
transcript16410	HORVU.RGT_PLANET.PROJ.2HG00722450	0.00	0.00	0.00	0.00	0.00	0.00
transcript16411	HORVU.RGT_PLANET.PROJ.2HG00722460	0.00	0.00	0.00	0.00	0.00	0.00
transcript16416	HORVU.RGT_PLANET.PROJ.2HG00722470	0.00	0.00	0.00	0.00	0.05	0.00
transcript16419	HORVU.RGT_PLANET.PROJ.2HG00722480	0.00	0.00	0.00	0.00	0.00	0.00
transcript16420	HORVU.RGT_PLANET.PROJ.2HG00722490	0.00	0.00	0.00	0.00	0.00	0.00
transcript16423	HORVU.RGT_PLANET.PROJ.2HG00722500	0.00	0.00	0.00	0.00	0.00	0.00
transcript16424	HORVU.RGT_PLANET.PROJ.2HG00722510	0.00	0.00	0.00	0.00	0.00	0.00
transcript16437	HORVU.RGT_PLANET.PROJ.2HG00722520	0.00	0.00	0.00	0.00	0.00	0.00
transcript16441	HORVU.RGT_PLANET.PROJ.2HG00722530	0.00	0.00	0.00	0.00	0.00	0.00
transcript16444	HORVU.RGT_PLANET.PROJ.2HG00722540	0.00	0.00	0.00	0.00	0.00	0.00
transcript16445	HORVU.RGT_PLANET.PROJ.2HG00722550	0.00	0.00	0.00	0.00	0.00	0.00
transcript16447	HORVU.RGT_PLANET.PROJ.2HG00722560	0.00	0.00	0.00	0.00	0.00	0.00
transcript16448	HORVU.RGT_PLANET.PROJ.2HG00722570	0.00	0.00	0.00	0.00	0.00	0.00
transcript16449	HORVU.RGT_PLANET.PROJ.2HG00722580	0.00	0.00	0.00	0.00	0.00	0.00
transcript16450	HORVU.RGT_PLANET.PROJ.2HG00722590	0.00	0.00	0.00	0.00	0.00	0.00
transcript16452	HORVU.RGT_PLANET.PROJ.2HG00722600	0.00	0.00	0.00	0.00	0.00	0.00
transcript16453	HORVU.RGT_PLANET.PROJ.2HG00722610	0.00	0.00	0.00	0.00	0.00	0.00
transcript16454	HORVU.RGT_PLANET.PROJ.2HG00722620	0.00	0.00	0.00	0.00	0.00	0.00
transcript16455	HORVU.RGT_PLANET.PROJ.2HG00722630	0.00	0.00	0.00	0.00	0.00	0.00
transcript16456	HORVU.RGT_PLANET.PROJ.2HG00722640	0.00	0.00	0.00	0.00	0.00	0.00
transcript16461	HORVU.RGT_PLANET.PROJ.2HG00722650	0.03	0.00	0.03	0.00	0.00	0.00
transcript16465	HORVU.RGT_PLANET.PROJ.2HG00722660	0.00	0.00	0.00	0.00	0.00	0.00
transcript16467	HORVU.RGT_PLANET.PROJ.2HG00722670	0.00	0.00	0.00	0.00	0.00	0.00
transcript16472	HORVU.RGT_PLANET.PROJ.2HG00722680	0.00	0.00	0.00	0.00	0.00	0.00
transcript16476	HORVU.RGT_PLANET.PROJ.2HG00722690	0.00	0.00	0.00	0.00	0.00	0.00
transcript16478	HORVU.RGT_PLANET.PROJ.2HG00722700	0.00	0.00	0.00	0.00	0.00	0.00
transcript16481	HORVU.RGT_PLANET.PROJ.2HG00722710	0.00	0.00	0.00	0.00	0.00	0.00
transcript16482	HORVU.RGT_PLANET.PROJ.2HG00722720	0.00	0.00	0.00	0.00	0.00	0.00
transcript16483	HORVU.RGT_PLANET.PROJ.2HG00722730	0.00	0.00	0.00	0.00	0.00	0.05
transcript16490	HORVU.RGT_PLANET.PROJ.2HG00722740	0.32	0.04	0.06	0.04	0.15	0.18
transcript16493	HORVU.RGT_PLANET.PROJ.2HG00722750	0.00	0.00	0.00	0.02	0.00	0.00
transcript16495	HORVU.RGT_PLANET.PROJ.2HG00722760	0.00	0.00	0.00	0.00	0.00	0.00
transcript16497	HORVU.RGT_PLANET.PROJ.2HG00722770	0.00	0.00	0.00	0.00	0.00	0.00
transcript16499	HORVU.RGT_PLANET.PROJ.2HG00722780	0.00	0.00	0.00	0.00	0.00	0.00
transcript16501	HORVU.RGT_PLANET.PROJ.2HG00722790	0.00	0.00	0.00	0.00	0.00	0.00
transcript16502	HORVU.RGT_PLANET.PROJ.2HG00722800	0.00	0.00	0.00	0.00	0.00	0.00
transcript16504	HORVU.RGT_PLANET.PROJ.2HG00722810	0.22	0.09	0.61	0.06	0.09	0.24
transcript16506	HORVU.RGT_PLANET.PROJ.2HG00722820	0.04	0.01	0.00	0.00	0.09	0.00
transcript16507	HORVU.RGT_PLANET.PROJ.2HG00722830	0.00	0.00	0.00	0.00	0.00	0.00
transcript16510	HORVU.RGT_PLANET.PROJ.2HG00722840	0.00	0.04	0.06	0.04	0.05	0.00
transcript16516	HORVU.RGT_PLANET.PROJ.2HG00722850	0.04	0.01	0.00	0.00	0.09	0.00
transcript16518	HORVU.RGT_PLANET.PROJ.2HG00722860	0.00	0.04	0.06	0.04	0.05	0.00
transcript16520	HORVU.RGT_PLANET.PROJ.2HG00722870	0.04	0.01	0.00	0.00	0.09	0.00
transcript16522	HORVU.RGT_PLANET.PROJ.2HG00722880	0.00	0.00	0.00	0.00	0.00	0.00
transcript16523	HORVU.RGT_PLANET.PROJ.2HG00722890	0.00	0.00	0.00	0.00	0.00	0.00
transcript16525	HORVU.RGT_PLANET.PROJ.2HG00722900	0.00	0.00	0.00	0.00	0.00	0.00
transcript16530	HORVU.RGT_PLANET.PROJ.2HG00722910	0.00	0.00	0.00	0.00	0.00	0.00
transcript16532	HORVU.RGT_PLANET.PROJ.2HG00722920	0.00	0.00	0.00	0.00	0.03	0.00
transcript16533	HORVU.RGT_PLANET.PROJ.2HG00722930	0.00	0.00	0.00	0.00	0.00	0.00
transcript16534	HORVU.RGT_PLANET.PROJ.2HG00722940	0.00	0.00	0.00	0.00	0.00	0.00
transcript16535	HORVU.RGT_PLANET.PROJ.2HG00722950	0.00	0.00	0.00	0.00	0.03	0.00
transcript16536	HORVU.RGT_PLANET.PROJ.2HG00722960	0.00	0.00	0.00	0.00	0.00	0.00
transcript16541	HORVU.RGT_PLANET.PROJ.2HG00722970	0.00	0.00	0.00	0.00	0.00	0.00
transcript16543	HORVU.RGT_PLANET.PROJ.2HG00722980	0.00	0.00	0.00	0.03	0.00	0.00
transcript16544	HORVU.RGT_PLANET.PROJ.2HG00722990	0.00	0.00	0.00	0.00	0.00	0.00
transcript16545	HORVU.RGT_PLANET.PROJ.2HG00723000	0.00	0.00	0.00	0.03	0.00	0.00
transcript16547	HORVU.RGT_PLANET.PROJ.2HG00723010	0.00	0.00	0.00	0.03	0.00	0.00
transcript16548	HORVU.RGT_PLANET.PROJ.2HG00723020	0.00	0.00	0.00	0.00	0.00	0.00
transcript16552	HORVU.RGT_PLANET.PROJ.2HG00723030	0.00	0.00	0.00	0.00	0.00	0.00
transcript16553	HORVU.RGT_PLANET.PROJ.2HG00723040	0.00	0.00	0.00	0.00	0.00	0.00
transcript16554	HORVU.RGT_PLANET.PROJ.2HG00723050	0.00	0.00	0.00	0.00	0.00	0.00
transcript16556	HORVU.RGT_PLANET.PROJ.2HG00723060	0.00	0.00	0.00	0.00	0.00	0.00
transcript16557	HORVU.RGT_PLANET.PROJ.2HG00723070	0.00	0.00	0.00	0.00	0.00	0.00
transcript16558	HORVU.RGT_PLANET.PROJ.2HG00723080	0.00	0.00	0.00	0.00	0.00	0.00
transcript16561	HORVU.RGT_PLANET.PROJ.2HG00723090	0.00	0.00	0.00	0.00	0.00	0.00
transcript16562	HORVU.RGT_PLANET.PROJ.2HG00723100	0.00	0.00	0.00	0.00	0.00	0.00
transcript16563	HORVU.RGT_PLANET.PROJ.2HG00723110	0.00	0.00	0.00	0.00	0.00	0.00
transcript16564	HORVU.RGT_PLANET.PROJ.2HG00723120	0.00	0.00	0.00	0.00	0.00	0.00
transcript16567	HORVU.RGT_PLANET.PROJ.2HG00723130	0.00	0.00	0.00	0.00	0.00	0.00
transcript16576	HORVU.RGT_PLANET.PROJ.2HG00723140	3.20	3.87	3.41	2.43	2.42	3.94
transcript16577	HORVU.RGT_PLANET.PROJ.2HG00723150	1.29	1.10	0.00	0.00	0.68	0.00
transcript16580	HORVU.RGT_PLANET.PROJ.2HG00723160	0.00	0.06	0.00	0.08	0.08	0.08
transcript16581	HORVU.RGT_PLANET.PROJ.2HG00723170	0.00	0.00	0.00	0.00	0.00	0.02
transcript16589	HORVU.RGT_PLANET.PROJ.2HG00723190	0.95	1.38	1.24	0.60	0.75	0.73
transcript16613	HORVU.RGT_PLANET.PROJ.2HG00723200	0.12	0.00	0.00	0.00	0.00	0.00
transcript16616	HORVU.RGT_PLANET.PROJ.2HG00723210	0.04	0.00	0.00	0.00	0.00	0.00
transcript16619	HORVU.RGT_PLANET.PROJ.2HG00723220	0.00	0.00	0.00	0.00	0.00	0.00
transcript16620	HORVU.RGT_PLANET.PROJ.2HG00723230	0.00	0.00	0.00	0.00	0.00	0.00
transcript16621	HORVU.RGT_PLANET.PROJ.2HG00723240	0.00	0.00	0.00	0.00	0.00	0.00
transcript16626	HORVU.RGT_PLANET.PROJ.2HG00723250	0.00	0.00	0.00	0.00	0.00	0.00
transcript16637	HORVU.RGT_PLANET.PROJ.2HG00723260	0.00	0.00	0.00	0.00	0.00	0.00
transcript16639	HORVU.RGT_PLANET.PROJ.2HG00723270	0.00	0.00	0.00	0.00	0.00	0.00
transcript16654	HORVU.RGT_PLANET.PROJ.3HG00195890	0.00	0.00	0.00	0.00	0.00	0.00
transcript16656	HORVU.RGT_PLANET.PROJ.3HG00195950	0.61	0.62	0.69	1.02	0.67	0.79
transcript16658	HORVU.RGT_PLANET.PROJ.3HG00195970	0.00	0.00	0.00	0.00	0.00	0.00
transcript16660	HORVU.RGT_PLANET.PROJ.3HG00195990	0.48	0.62	1.33	0.00	0.00	0.00
transcript16661	HORVU.RGT_PLANET.PROJ.3HG00196010	0.75	2.32	1.56	0.15	0.32	0.21
transcript16662	HORVU.RGT_PLANET.PROJ.3HG00196020	0.13	0.00	0.13	0.00	0.00	0.00
transcript16665	HORVU.RGT_PLANET.PROJ.3HG00196060	0.00	0.00	0.00	0.00	0.00	0.00
transcript16668	HORVU.RGT_PLANET.PROJ.3HG00196080	0.02	0.00	0.02	0.05	0.12	0.00
transcript16669	HORVU.RGT_PLANET.PROJ.3HG00196090	0.71	0.00	0.65	0.91	1.24	1.21
transcript16674	HORVU.RGT_PLANET.PROJ.3HG00196130	0.75	0.57	1.09	0.63	0.66	1.21
transcript16677	HORVU.RGT_PLANET.PROJ.3HG00196150	0.00	0.00	0.00	0.00	0.00	0.00
transcript16678	HORVU.RGT_PLANET.PROJ.3HG00196160	0.00	0.00	0.00	0.00	0.00	0.00
transcript16679	HORVU.RGT_PLANET.PROJ.3HG00196170	0.00	0.00	0.00	0.00	0.00	0.00
transcript16685	HORVU.RGT_PLANET.PROJ.3HG00196280	0.00	0.00	0.00	0.00	0.00	0.00
transcript16686	HORVU.RGT_PLANET.PROJ.3HG00196290	0.00	0.00	0.00	0.00	0.00	0.00
transcript16690	HORVU.RGT_PLANET.PROJ.3HG00196340	0.43	1.11	0.65	0.00	0.00	0.00
transcript16692	HORVU.RGT_PLANET.PROJ.3HG00196360	0.00	0.00	0.00	0.00	0.00	0.00
transcript16693	HORVU.RGT_PLANET.PROJ.3HG00196370	0.00	0.00	0.00	0.00	0.00	0.00
transcript16695	HORVU.RGT_PLANET.PROJ.3HG00196390	0.00	0.00	0.00	0.00	0.00	0.00
transcript16698	HORVU.RGT_PLANET.PROJ.3HG00196450	0.00	0.00	0.00	0.00	0.00	0.00
transcript16699	HORVU.RGT_PLANET.PROJ.3HG00196460	0.00	0.00	0.00	0.00	0.00	0.00
transcript16700	HORVU.RGT_PLANET.PROJ.3HG00196480	0.00	0.00	0.00	0.00	0.00	0.00
transcript16702	HORVU.RGT_PLANET.PROJ.3HG00196500	0.00	0.00	0.00	0.00	0.00	0.00
transcript16703	HORVU.RGT_PLANET.PROJ.3HG00196510	0.00	0.00	0.00	0.00	0.00	0.00
transcript16704	HORVU.RGT_PLANET.PROJ.3HG00196520	0.00	0.00	0.00	0.00	0.00	0.00
transcript16705	HORVU.RGT_PLANET.PROJ.3HG00196530	0.00	0.00	0.00	0.00	0.00	0.00
transcript16706	HORVU.RGT_PLANET.PROJ.3HG00196540	0.00	0.00	0.00	0.00	0.00	0.00
transcript16707	HORVU.RGT_PLANET.PROJ.3HG00196550	0.00	0.00	0.00	0.00	0.00	0.00
transcript16708	HORVU.RGT_PLANET.PROJ.3HG00196560	0.20	0.06	0.53	4.36	3.91	6.50
transcript16709	HORVU.RGT_PLANET.PROJ.3HG00196570	0.00	0.00	0.00	0.00	0.00	0.00
transcript16710	HORVU.RGT_PLANET.PROJ.3HG00196580	0.00	0.00	0.00	0.00	0.00	0.00
transcript16712	HORVU.RGT_PLANET.PROJ.3HG00196600	1.00	0.98	1.59	3.31	2.98	2.13
transcript16713	HORVU.RGT_PLANET.PROJ.3HG00196620	0.00	0.00	0.00	0.00	0.00	0.00
transcript16714	HORVU.RGT_PLANET.PROJ.3HG00196630	0.00	0.00	0.00	0.00	0.00	0.00
transcript16715	HORVU.RGT_PLANET.PROJ.3HG00196650	0.00	0.00	0.00	0.00	0.00	0.00
transcript16718	HORVU.RGT_PLANET.PROJ.3HG00196680	0.00	0.00	0.00	0.00	0.00	0.00
transcript16721	HORVU.RGT_PLANET.PROJ.3HG00196700	0.65	0.30	0.57	0.12	0.04	0.04
transcript16725	HORVU.RGT_PLANET.PROJ.3HG00196740	0.46	0.06	0.29	0.00	0.03	0.00
transcript16726	HORVU.RGT_PLANET.PROJ.3HG00196750	0.00	0.00	0.00	0.00	0.00	0.00
transcript16729	HORVU.RGT_PLANET.PROJ.3HG00196800	0.03	0.00	0.00	0.00	0.00	0.00
transcript16732	HORVU.RGT_PLANET.PROJ.3HG00196820	0.00	0.00	0.00	0.00	0.00	0.00
transcript16734	HORVU.RGT_PLANET.PROJ.3HG00196850	0.00	0.00	0.00	0.00	0.00	0.00
transcript16736	HORVU.RGT_PLANET.PROJ.3HG00196870	0.00	0.00	0.00	0.00	0.00	0.00
transcript16737	HORVU.RGT_PLANET.PROJ.3HG00196880	0.00	0.00	0.00	0.00	0.00	0.00
transcript16741	HORVU.RGT_PLANET.PROJ.3HG00196920	0.00	0.00	0.00	0.00	0.00	0.00
transcript16742	HORVU.RGT_PLANET.PROJ.3HG00196930	0.00	0.00	0.00	0.00	0.00	0.00
transcript16743	HORVU.RGT_PLANET.PROJ.3HG00196950	0.00	0.00	0.00	0.00	0.00	0.00
transcript16744	HORVU.RGT_PLANET.PROJ.3HG00196960	0.16	0.27	0.45	0.35	0.35	0.54
transcript16745	HORVU.RGT_PLANET.PROJ.3HG00196980	1.91	2.62	2.60	0.81	0.89	1.17
transcript16746	HORVU.RGT_PLANET.PROJ.3HG00196990	0.00	0.00	0.00	0.00	0.00	0.00
transcript16748	HORVU.RGT_PLANET.PROJ.3HG00197010	0.00	0.00	0.00	0.00	0.00	0.00
transcript16749	HORVU.RGT_PLANET.PROJ.3HG00197040	0.00	0.00	0.00	0.00	0.00	0.00
transcript16751	HORVU.RGT_PLANET.PROJ.3HG00197070	0.00	0.00	0.00	0.00	0.00	0.00
transcript16752	HORVU.RGT_PLANET.PROJ.3HG00197080	0.00	0.00	0.00	0.00	0.00	0.00
transcript16753	HORVU.RGT_PLANET.PROJ.3HG00197090	0.00	0.00	0.00	0.00	0.00	0.00
transcript16754	HORVU.RGT_PLANET.PROJ.3HG00197100	0.00	0.00	0.00	0.00	0.00	0.00
transcript16755	HORVU.RGT_PLANET.PROJ.3HG00197110	0.00	0.00	0.00	0.00	0.00	0.00
transcript16760	HORVU.RGT_PLANET.PROJ.3HG00197190	0.47	0.41	0.21	0.00	0.10	0.28
transcript16764	HORVU.RGT_PLANET.PROJ.3HG00197250	0.00	0.12	0.00	0.00	0.00	0.00
transcript16767	HORVU.RGT_PLANET.PROJ.3HG00197270	0.03	0.02	0.08	0.00	0.00	0.00
transcript16768	HORVU.RGT_PLANET.PROJ.3HG00197280	0.00	0.00	0.00	0.00	0.00	0.00
transcript16776	HORVU.RGT_PLANET.PROJ.3HG00197350	0.00	0.00	0.00	0.00	0.00	0.00
transcript16777	HORVU.RGT_PLANET.PROJ.3HG00197390	0.00	0.00	0.00	0.00	0.00	0.00
transcript16778	HORVU.RGT_PLANET.PROJ.3HG00197400	0.00	0.00	0.00	0.00	0.00	0.00
transcript16779	HORVU.RGT_PLANET.PROJ.3HG00197420	0.00	0.00	0.00	0.00	0.00	0.00
transcript16780	HORVU.RGT_PLANET.PROJ.3HG00197430	0.00	0.00	0.00	0.00	0.00	0.00
transcript16788	HORVU.RGT_PLANET.PROJ.3HG00197460	0.00	0.00	0.00	0.00	0.00	0.00
transcript16789	HORVU.RGT_PLANET.PROJ.3HG00197480	0.00	0.00	0.00	0.00	0.00	0.00
transcript16790	HORVU.RGT_PLANET.PROJ.3HG00197490	0.00	0.00	0.00	0.00	0.00	0.08
transcript16794	HORVU.RGT_PLANET.PROJ.3HG00197550	0.00	0.00	0.00	0.00	0.00	0.00
transcript16796	HORVU.RGT_PLANET.PROJ.3HG00197570	0.00	0.00	0.00	0.00	0.00	0.00
transcript16821	HORVU.RGT_PLANET.PROJ.3HG00197750	0.00	0.00	0.00	0.00	0.00	0.00
transcript16822	HORVU.RGT_PLANET.PROJ.3HG00197760	0.00	0.00	0.00	0.00	0.00	0.00
transcript16823	HORVU.RGT_PLANET.PROJ.3HG00197770	0.57	0.79	0.54	0.06	0.06	0.06
transcript16824	HORVU.RGT_PLANET.PROJ.3HG00197780	0.50	0.73	1.06	1.13	0.83	1.65
transcript16825	HORVU.RGT_PLANET.PROJ.3HG00197790	0.00	0.00	0.00	0.00	0.00	0.00
transcript16826	HORVU.RGT_PLANET.PROJ.3HG00197810	0.00	0.00	0.00	0.00	0.00	0.00
transcript16828	HORVU.RGT_PLANET.PROJ.3HG00197870	0.00	0.00	0.00	0.00	0.00	0.00
transcript16829	HORVU.RGT_PLANET.PROJ.3HG00197880	0.20	0.00	0.00	2.43	0.80	1.36
transcript16833	HORVU.RGT_PLANET.PROJ.3HG00197920	0.00	0.00	0.00	0.00	0.00	0.00
transcript16835	HORVU.RGT_PLANET.PROJ.3HG00197930	0.00	0.00	0.00	0.00	0.00	0.00
transcript16838	HORVU.RGT_PLANET.PROJ.3HG00197950	0.00	0.00	0.00	0.00	0.00	0.00
transcript16839	HORVU.RGT_PLANET.PROJ.3HG00197960	0.00	0.00	0.00	0.00	0.00	0.00
transcript16843	HORVU.RGT_PLANET.PROJ.3HG00198020	0.00	0.00	0.07	0.00	0.00	0.00
transcript16844	HORVU.RGT_PLANET.PROJ.3HG00198030	0.00	0.00	0.00	0.00	0.00	0.00
transcript16846	HORVU.RGT_PLANET.PROJ.3HG00198050	0.00	0.00	0.21	0.00	0.07	0.07
transcript16847	HORVU.RGT_PLANET.PROJ.3HG00198060	0.86	4.36	2.58	2.05	2.68	2.05
transcript16848	HORVU.RGT_PLANET.PROJ.3HG00198070	0.00	0.00	0.00	0.00	0.00	0.00
transcript16849	HORVU.RGT_PLANET.PROJ.3HG00198080	8.23	4.63	6.10	12.94	9.35	18.14
transcript16860	HORVU.RGT_PLANET.PROJ.3HG00198180	0.00	0.00	0.00	0.00	0.00	0.00
transcript16865	HORVU.RGT_PLANET.PROJ.3HG00198240	0.00	0.00	0.00	0.28	0.03	0.13
transcript16867	HORVU.RGT_PLANET.PROJ.3HG00198270	0.00	0.00	0.00	0.10	0.08	0.43
transcript16870	HORVU.RGT_PLANET.PROJ.3HG00198300	0.00	0.00	0.00	0.00	0.00	0.00
transcript16872	HORVU.RGT_PLANET.PROJ.3HG00198310	0.00	0.00	0.00	0.00	0.00	0.00
transcript16875	HORVU.RGT_PLANET.PROJ.3HG00198330	0.00	0.00	0.00	0.00	0.00	0.00
transcript16876	HORVU.RGT_PLANET.PROJ.3HG00198340	0.31	0.24	0.24	0.22	0.30	0.20
transcript16880	HORVU.RGT_PLANET.PROJ.3HG00198370	0.00	0.00	0.00	0.00	0.00	0.00
transcript16881	HORVU.RGT_PLANET.PROJ.3HG00198390	0.00	0.00	0.00	0.00	0.00	0.00
transcript16882	HORVU.RGT_PLANET.PROJ.3HG00198400	0.00	0.00	0.00	0.00	0.00	0.00
transcript16883	HORVU.RGT_PLANET.PROJ.3HG00198410	0.00	0.00	0.00	0.00	0.00	0.00
transcript16884	HORVU.RGT_PLANET.PROJ.3HG00198420	0.00	0.00	0.00	0.00	0.00	0.00
transcript16886	HORVU.RGT_PLANET.PROJ.3HG00198440	0.00	0.00	0.00	0.00	0.00	0.00
transcript16887	HORVU.RGT_PLANET.PROJ.3HG00198460	0.00	0.00	0.00	0.00	0.00	0.00
transcript16890	HORVU.RGT_PLANET.PROJ.3HG00198490	0.00	0.00	0.00	0.00	0.00	0.00
transcript16891	HORVU.RGT_PLANET.PROJ.3HG00198520	3.70	3.44	5.10	1.18	1.76	1.32
transcript16899	HORVU.RGT_PLANET.PROJ.3HG00198590	0.00	0.00	0.00	0.13	0.68	0.63
transcript16902	HORVU.RGT_PLANET.PROJ.3HG00198630	0.00	0.00	0.00	0.00	0.00	0.00
transcript16903	HORVU.RGT_PLANET.PROJ.3HG00198650	0.00	0.00	0.00	0.00	0.00	0.00
transcript16904	HORVU.RGT_PLANET.PROJ.3HG00198660	0.00	0.00	0.00	0.00	0.00	0.00
transcript16908	HORVU.RGT_PLANET.PROJ.3HG00198710	0.09	0.00	0.09	0.60	0.27	0.18
transcript16909	HORVU.RGT_PLANET.PROJ.3HG00198720	0.00	0.00	0.00	0.00	0.00	0.00
transcript16910	HORVU.RGT_PLANET.PROJ.3HG00198730	0.00	0.00	0.00	0.54	0.69	1.22
transcript16914	HORVU.RGT_PLANET.PROJ.3HG00198760	0.00	0.00	0.00	0.00	0.00	0.00
transcript16916	HORVU.RGT_PLANET.PROJ.3HG00198780	1.65	1.61	2.81	0.36	0.71	0.63
transcript16926	HORVU.RGT_PLANET.PROJ.3HG00198870	0.00	0.00	0.00	0.00	0.00	0.00
transcript16928	HORVU.RGT_PLANET.PROJ.3HG00198900	0.40	0.00	0.40	0.00	0.00	0.83
transcript16929	HORVU.RGT_PLANET.PROJ.3HG00198920	0.49	0.42	0.26	0.03	0.01	0.01
transcript16930	HORVU.RGT_PLANET.PROJ.3HG00198930	0.00	0.00	0.00	0.00	0.00	0.00
transcript16931	HORVU.RGT_PLANET.PROJ.3HG00198940	0.00	0.00	0.00	0.00	0.00	0.00
transcript16934	HORVU.RGT_PLANET.PROJ.3HG00198990	0.00	0.00	0.00	0.00	0.00	0.00
transcript16935	HORVU.RGT_PLANET.PROJ.3HG00199000	0.00	0.00	0.00	0.00	0.00	0.00
transcript16936	HORVU.RGT_PLANET.PROJ.3HG00199010	0.00	0.00	0.00	0.00	0.00	0.00
transcript16939	HORVU.RGT_PLANET.PROJ.3HG00199040	0.00	0.00	0.00	0.00	0.00	0.00
transcript16940	HORVU.RGT_PLANET.PROJ.3HG00199050	0.00	0.00	0.00	0.00	0.00	0.00
transcript16942	HORVU.RGT_PLANET.PROJ.3HG00199080	0.00	0.00	0.00	0.00	0.00	0.00
transcript16948	HORVU.RGT_PLANET.PROJ.3HG00199150	0.00	0.00	0.00	0.00	0.00	0.00
transcript16949	HORVU.RGT_PLANET.PROJ.3HG00199160	4.67	3.54	6.01	0.85	0.46	0.22
transcript16950	HORVU.RGT_PLANET.PROJ.3HG00199170	0.00	0.00	0.00	0.00	0.00	0.00
transcript16951	HORVU.RGT_PLANET.PROJ.3HG00199190	3.65	1.48	7.42	0.08	0.17	0.05
transcript16952	HORVU.RGT_PLANET.PROJ.3HG00199200	1.84	0.47	1.23	2.98	3.37	1.87
transcript16953	HORVU.RGT_PLANET.PROJ.3HG00199210	0.00	0.00	0.00	0.00	0.00	0.00
transcript16955	HORVU.RGT_PLANET.PROJ.3HG00199240	0.00	0.00	0.00	0.00	0.00	0.00
transcript16956	HORVU.RGT_PLANET.PROJ.3HG00199250	0.00	0.00	0.05	0.95	0.77	1.24
transcript16962	HORVU.RGT_PLANET.PROJ.3HG00199310	0.00	0.00	0.00	0.03	0.32	0.11
transcript16963	HORVU.RGT_PLANET.PROJ.3HG00199320	1.64	1.64	2.02	2.49	2.31	3.12
transcript16964	HORVU.RGT_PLANET.PROJ.3HG00199330	0.00	0.00	0.00	0.00	0.00	0.00
transcript16965	HORVU.RGT_PLANET.PROJ.3HG00199340	0.00	0.00	0.00	0.00	0.00	0.00
transcript16967	HORVU.RGT_PLANET.PROJ.3HG00199360	0.17	0.33	0.66	0.29	0.51	0.91
transcript16972	HORVU.RGT_PLANET.PROJ.3HG00199410	0.92	0.26	0.65	0.00	0.00	0.00
transcript16976	HORVU.RGT_PLANET.PROJ.3HG00199440	0.11	0.07	0.00	0.05	0.00	0.50
transcript16978	HORVU.RGT_PLANET.PROJ.3HG00199450	0.00	0.00	0.00	0.00	0.00	0.00
transcript17006	HORVU.RGT_PLANET.PROJ.3HG00199760	0.00	0.00	0.00	0.00	0.00	0.00
transcript17007	HORVU.RGT_PLANET.PROJ.3HG00199770	0.00	0.00	0.00	0.00	0.00	0.00
transcript17017	HORVU.RGT_PLANET.PROJ.3HG00199880	0.00	0.00	0.00	0.00	0.00	0.00
transcript17018	HORVU.RGT_PLANET.PROJ.3HG00199890	0.00	0.00	0.00	0.00	0.00	0.00
transcript17019	HORVU.RGT_PLANET.PROJ.3HG00199900	0.00	0.00	0.00	0.00	0.00	0.00
transcript17026	HORVU.RGT_PLANET.PROJ.3HG00199960	0.00	0.00	0.00	0.00	0.00	0.00
transcript17028	HORVU.RGT_PLANET.PROJ.3HG00199980	0.00	0.00	0.00	0.00	0.00	0.00
transcript17034	HORVU.RGT_PLANET.PROJ.3HG00200030	0.00	0.00	0.00	0.00	0.00	0.00
